3-1-1--0	-3.128835957
3-1-1--4	-3.117163894
3-2-0--0	-3.038575358
3-0-2--4	-3.010131145
3-2-0--4	-3.010131145
3-0-2--0	-3.009303773
3-2-1--0	-2.952740461
3-1-2--4	-2.94271304
3-2-1--4	-2.94271304
3-1-2--0	-2.937920055
3-0-3--0	-2.919616091
3-2-2--4	-2.875170875
3-2-2--0	-2.873349841
3-0-3--4	-2.865664601
3-3-0--4	-2.865664601
3-3-1--0	-2.840195099
3-1-3--4	-2.820241913
3-3-1--4	-2.820241913
3-1-3--0	-2.795805732
3-3-0--0	-2.767862022
4-0-0--4	-2.719616041
4-0-0--0	-2.712605311
3-1-0--0	-2.679038546
3-3-2--0	-2.678613973
3-0-1--0	-2.67548571
3-0-1--4	-2.670566157
3-1-0--4	-2.670566157
3-2-3--4	-2.665619182
3-3-2--4	-2.665619182
3-2-3--0	-2.657444044
4-0-1--4	-2.596212309
4-1-0--4	-2.596212309
4-0-1--0	-2.594527946
4-1-0--0	-2.594524621
0-5-0--1	-2.477508187
5-0-0--1	-2.477508187
3-4-0--0	-2.476478443
0-5-0--3	-2.47443433
5-0-0--5	-2.47443433
4-1-1--0	-2.470753356
4-1-1--4	-2.470193868
3-0-4--4	-2.461134569
3-4-0--4	-2.461134569
3-0-4--0	-2.445310963
0-5-1--3	-2.39358136
5-1-0--5	-2.39358136
3-4-1--0	-2.388863677
3-1-4--0	-2.384455231
3-1-4--4	-2.382227759
3-4-1--4	-2.382227759
0-5-1--1	-2.380053061
5-0-1--1	-2.380053061
3-3-3--0	-2.30907189
3-3-3--4	-2.302517799
1-5-0--3	-2.288779221
5-0-1--5	-2.288779221
1-5-0--1	-2.286466282
5-1-0--1	-2.286466282
0-0-5--2	-2.274076975
5-0-0--2	-2.274076975
0-0-5--5	-2.27109373
5-0-0--3	-2.27109373
4-0-2--0	-2.230371343
4-2-0--0	-2.230131132
4-0-2--4	-2.228656547
4-2-0--4	-2.228656547
1-5-1--1	-2.180432027
5-1-1--1	-2.180432027
1-5-1--3	-2.16526398
5-1-1--5	-2.16526398
3-2-4--0	-2.147970119
3-2-4--4	-2.145513793
3-4-2--4	-2.145513793
3-4-2--0	-2.1241152
4-2-1--0	-2.117886473
4-1-2--0	-2.117449287
4-1-2--4	-2.116275969
4-2-1--4	-2.116275969
0-1-5--5	-2.073345374
5-0-1--3	-2.073345374
0-1-5--2	-2.072171868
5-1-0--2	-2.072171868
0-5-2--3	-2.03896636
5-2-0--5	-2.03896636
1-0-5--2	-2.007435363
5-0-1--2	-2.007435363
1-0-5--5	-2.004296809
5-1-0--3	-2.004296809
0-5-2--1	-2.002787773
5-0-2--1	-2.002787773
1-1-5--5	-1.925735946
5-1-1--3	-1.925735946
1-1-5--2	-1.925374814
5-1-1--2	-1.925374814
1-5-2--1	-1.864256658
5-1-2--1	-1.864256658
0-2-5--2	-1.863892388
5-2-0--2	-1.863892388
1-5-2--3	-1.857255717
5-2-1--5	-1.857255717
0-2-5--5	-1.846765319
5-0-2--3	-1.846765319
0-4-4--2	-1.828527744
4-4-0--2	-1.828527744
4-2-2--0	-1.814075311
4-2-2--4	-1.813638689
2-5-0--3	-1.74828277
5-0-2--5	-1.74828277
1-2-5--5	-1.728201006
5-1-2--3	-1.728201006
4-0-3--0	-1.723665992
3-0-5--4	-1.723640013
3-5-0--4	-1.723640013
4-0-3--4	-1.723390766
4-3-0--4	-1.723390766
4-3-0--0	-1.723367485
2-5-0--1	-1.719174965
5-2-0--1	-1.719174965
3-3-4--4	-1.716149363
3-4-3--4	-1.716149363
3-4-3--0	-1.71597184
3-3-4--0	-1.711551221
3-0-5--0	-1.709256793
3-5-0--0	-1.702689587
1-2-5--2	-1.693103807
5-2-1--2	-1.693103807
2-5-1--1	-1.660014766
5-2-1--1	-1.660014766
2-5-1--3	-1.641218206
5-1-2--5	-1.641218206
3-1-5--0	-1.64076803
4-1-3--4	-1.637835237
4-3-1--4	-1.637835237
4-3-1--0	-1.637811642
3-5-1--0	-1.636539177
3-1-5--4	-1.625933505
3-5-1--4	-1.625933505
2-0-5--5	-1.600877847
5-2-0--3	-1.600877847
0-5-3--3	-1.599148931
5-3-0--5	-1.599148931
2-4-4--0	-1.595684888
2-0-5--2	-1.580687838
5-0-2--2	-1.580687838
0-5-3--1	-1.579539683
5-0-3--1	-1.579539683
1-4-4--2	-1.569704091
4-4-1--2	-1.569704091
0-2-6--3	-1.560583171
2-6-0--5	-1.560583171
2-1-5--2	-1.539819806
5-1-2--2	-1.539819806
2-3-5--4	-1.535208612
2-5-3--4	-1.535208612
1-4-4--5	-1.53432809
4-1-4--3	-1.53432809
2-1-5--5	-1.505666257
5-2-1--3	-1.505666257
0-3-5--2	-1.489506996
5-3-0--2	-1.489506996
1-5-3--3	-1.452882814
5-3-1--5	-1.452882814
1-5-3--1	-1.452388022
5-1-3--1	-1.452388022
2-0-6--4	-1.441658103
2-6-0--4	-1.441658103
2-5-2--1	-1.435789002
5-2-2--1	-1.435789002
2-2-5--0	-1.414799859
2-5-2--3	-1.412850939
5-2-2--5	-1.412850939
2-4-4--5	-1.410562033
4-2-4--3	-1.410562033
3-5-2--0	-1.407136393
2-3-4--5	-1.402790134
4-2-3--3	-1.402790134
0-3-5--5	-1.402432076
5-0-3--3	-1.402432076
3-2-5--4	-1.395749722
3-5-2--4	-1.395749722
0-6-0--2	-1.392478199
2-3-5--0	-1.387727321
2-6-1--0	-1.359866567
1-3-5--5	-1.338199651
5-1-3--3	-1.338199651
2-2-5--1	-1.326873409
2-6-0--0	-1.315174238
2-2-5--5	-1.312216532
5-2-2--3	-1.312216532
2-2-5--2	-1.311431392
5-2-2--2	-1.311431392
1-3-5--2	-1.309635835
5-3-1--2	-1.309635835
2-1-6--0	-1.292527402
2-3-5--1	-1.284636527
3-2-5--1	-1.284636527
0-5-4--2	-1.283441057
4-5-0--2	-1.283441057
0-4-4--5	-1.281747722
4-0-4--3	-1.281747722
1-2-6--3	-1.272111866
2-6-1--5	-1.272111866
2-4-4--2	-1.25172005
4-4-2--2	-1.25172005
2-1-6--4	-1.245845553
2-6-1--4	-1.245845553
1-2-6--1	-1.221796734
2-1-6--1	-1.221796734
0-5-4--5	-1.197596372
4-0-5--3	-1.197596372
2-5-3--5	-1.193294477
3-2-5--3	-1.193294477
2-6-2--0	-1.175962211
3-4-3--2	-1.144904357
3-3-4--5	-1.143545233
4-3-3--3	-1.143545233
1-5-4--2	-1.138786448
4-5-1--2	-1.138786448
1-5-4--5	-1.136486812
4-1-5--3	-1.136486812
3-3-4--2	-1.129459516
4-3-3--2	-1.129459516
2-4-4--4	-1.109013483
2-4-4--1	-1.105594683
4-2-4--1	-1.105594683
0-4-5--3	-1.101841169
4-5-0--5	-1.101841169
2-0-6--0	-1.098168918
2-2-6--4	-1.090285385
2-6-2--4	-1.090285385
2-5-4--0	-1.09020864
2-5-3--3	-1.086613133
5-3-2--5	-1.086613133
2-5-3--1	-1.085840355
5-2-3--1	-1.085840355
3-2-4--2	-1.081392125
4-2-3--2	-1.081392125
3-4-3--3	-1.080308478
4-3-3--5	-1.080308478
0-5-4--3	-1.073723513
5-4-0--5	-1.073723513
2-4-5--4	-1.068289904
2-5-4--4	-1.068289904
3-0-5--5	-1.060446531
5-3-0--3	-1.060446531
1-2-6--0	-1.057574355
2-2-5--4	-1.04960548
2-5-2--4	-1.04960548
0-5-4--1	-1.046519888
5-0-4--1	-1.046519888
0-6-3--2	-1.044340169
3-6-0--2	-1.044340169
2-5-3--0	-1.034068834
1-4-5--0	-1.032776791
4-0-4--5	-1.021366777
4-4-0--3	-1.021366777
3-5-1--3	-1.010487322
5-1-3--5	-1.010487322
2-2-6--3	-1.007412963
2-6-2--5	-1.007412963
4-4-1--1	-0.987700677
3-1-5--2	-0.982997804
5-1-3--2	-0.982997804
2-3-5--2	-0.975625502
5-3-2--2	-0.975625502
3-0-5--2	-0.97510128
5-0-3--2	-0.97510128
1-5-4--1	-0.964830824
5-1-4--1	-0.964830824
2-5-1--0	-0.956194969
1-5-4--3	-0.954914472
5-4-1--5	-0.954914472
3-1-5--5	-0.952155185
5-3-1--3	-0.952155185
1-3-6--4	-0.943776734
1-6-3--4	-0.943776734
2-5-2--0	-0.938457897
3-0-0--4	-0.930063758
1-4-5--1	-0.910790793
4-1-5--1	-0.910790793
1-4-5--3	-0.910446478
4-5-1--5	-0.910446478
1-3-6--1	-0.907707334
3-1-6--1	-0.907707334
4-4-0--1	-0.907219633
3-5-3--2	-0.890532385
0-3-6--1	-0.876441083
3-0-6--1	-0.876441083
0-3-5--3	-0.876191774
3-5-0--5	-0.876191774
1-3-6--0	-0.872177028
4-4-2--1	-0.871417866
0-2-6--1	-0.869333215
2-0-6--1	-0.869333215
1-6-3--2	-0.859323489
3-6-1--2	-0.859323489
1-6-3--5	-0.856198866
3-1-6--3	-0.856198866
4-1-4--5	-0.844887559
4-4-1--3	-0.844887559
3-3-5--3	-0.839514818
3-5-3--5	-0.839514818
0-4-4--3	-0.822940836
4-4-0--5	-0.822940836
4-1-4--2	-0.818234448
3-4-4--3	-0.815244551
4-4-3--5	-0.815244551
3-2-5--5	-0.795546008
5-3-2--3	-0.795546008
0-4-5--1	-0.79147008
4-0-5--1	-0.79147008
0-5-5--0	-0.779792746
4-2-4--5	-0.774682179
4-4-2--3	-0.774682179
