0-6-2--2	-0.766339873
2-6-0--2	-0.766339873
1-1-7--3	-0.762964748
1-7-1--5	-0.762964748
0-3-6--4	-0.759767271
0-6-3--4	-0.759767271
3-4-4--1	-0.75590137
4-3-4--1	-0.75590137
1-1-7--1	-0.733331655
0-3-6--0	-0.732029446
0-6-3--5	-0.722335483
3-0-6--3	-0.722335483
1-4-4--1	-0.718801033
4-1-4--1	-0.718801033
0-5-3--2	-0.712623009
3-5-0--2	-0.712623009
1-1-7--4	-0.705418692
1-7-1--4	-0.705418692
0-7-1--5	-0.703710485
1-0-7--3	-0.703710485
1-1-7--0	-0.695743367
2-4-5--3	-0.684212996
4-5-2--5	-0.684212996
2-6-3--2	-0.649659346
3-6-2--2	-0.649659346
1-6-1--0	-0.649088375
3-0-0--0	-0.6483134
1-5-5--4	-0.642791939
0-1-7--4	-0.640577707
0-7-1--4	-0.640577707
0-4-5--0	-0.63040326
0-1-7--1	-0.625116489
1-0-7--1	-0.625116489
2-1-5--0	-0.603676292
2-4-4--3	-0.601181939
4-4-2--5	-0.601181939
1-6-4--0	-0.585469654
0-1-7--0	-0.582292696
1-0-7--0	-0.582028577
2-0-5--4	-0.58021476
2-5-0--4	-0.58021476
0-6-1--2	-0.555458863
1-6-0--2	-0.555458863
3-3-4--3	-0.546852437
3-4-3--5	-0.546852437
3-4-3--1	-0.54395673
4-3-3--1	-0.54395673
0-7-2--5	-0.533427677
2-0-7--3	-0.533427677
1-6-2--0	-0.53123911
0-5-5--4	-0.527392411
0-2-7--4	-0.525257936
0-7-2--4	-0.525257936
0-2-6--0	-0.509380113
4-0-4--2	-0.481505617
2-5-3--2	-0.476475622
3-5-2--2	-0.476475622
0-6-4--0	-0.473071004
3-4-2--3	-0.467524694
4-2-3--5	-0.467524694
3-4-0--3	-0.464365495
4-0-3--5	-0.464365495
1-4-5--4	-0.439097989
1-5-4--4	-0.439097989
1-6-3--0	-0.431953976
1-5-3--5	-0.428242191
3-1-5--3	-0.428242191
3-4-2--1	-0.426920781
4-3-2--1	-0.426920781
2-3-5--3	-0.409208307
3-5-2--5	-0.409208307
3-4-1--1	-0.391740939
4-3-1--1	-0.391740939
2-6-2--2	-0.327098937
0-0-7--1	-0.318068943
2-3-4--0	-0.309986991
0-0-7--0	-0.269341285
1-4-4--3	-0.267278346
4-4-1--5	-0.267278346
3-3-4--1	-0.265584885
1-5-4--0	-0.259415583
0-1-6--3	-0.254002557
1-6-0--5	-0.254002557
2-3-4--2	-0.182400967
4-3-2--2	-0.182400967
2-3-4--4	-0.088301576
2-4-3--4	-0.088301576
1-6-2--2	-0.072702681
2-6-1--2	-0.072702681
1-0-6--4	-0.058040722
1-6-0--4	-0.058040722
2-1-5--4	-0.013423506
2-5-1--4	-0.013423506
1-3-5--3	0.017948606
3-5-1--5	0.017948606
2-5-0--0	0.058795491
1-5-3--2	0.063181597
3-5-1--2	0.063181597
2-4-3--3	0.085125371
4-3-2--5	0.085125371
1-2-6--4	0.089427078
1-6-2--4	0.089427078
0-3-4--2	0.090834771
4-3-0--2	0.090834771
3-2-4--5	0.108165216
4-3-2--3	0.108165216
1-6-2--5	0.113277603
2-1-6--3	0.113277603
1-3-5--1	0.144389423
3-1-5--1	0.144389423
1-3-4--5	0.251381385
4-1-3--3	0.251381385
2-4-3--1	0.29648787
4-2-3--1	0.29648787
3-4-1--3	0.362573584
4-1-3--5	0.362573584
0-4-4--1	0.386551745
4-0-4--1	0.386551745
1-6-0--0	0.420399571
2-4-3--0	0.465940921
0-6-3--0	0.497478445
1-6-1--2	0.699145726
3-0-4--5	0.702697683
4-3-0--3	0.702697683
3-4-0--1	0.71544511
4-3-0--1	0.71544511
3-1-4--2	0.749162289
4-1-3--2	0.749162289
0-6-1--0	0.850240972
0-6-2--0	0.921491156
0-4-5--4	0.923980363
0-5-4--4	0.923980363
3-3-3--2	0.949871551
2-4-3--5	1.089860811
3-2-4--3	1.089860811
2-0-5--0	1.116740892
1-3-5--4	1.128091356
1-5-3--4	1.128091356
1-1-6--3	1.148939309
1-6-1--5	1.148939309
1-1-6--1	1.156099888
1-1-6--0	1.223049307
1-3-4--2	1.243747473
4-3-1--2	1.243747473
1-1-6--4	1.302862053
1-6-1--4	1.302862053
0-5-3--5	1.350744642
3-0-5--3	1.350744642
2-2-5--3	1.405351629
2-5-2--5	1.405351629
0-5-4--0	1.490712066
3-3-3--3	1.563895796
3-3-3--5	1.563895796
0-2-5--3	1.698278506
2-5-0--5	1.698278506
1-4-3--1	1.71616229
4-1-3--1	1.71616229
3-1-4--5	1.794980244
4-3-1--3	1.794980244
1-3-5--0	1.966855547
2-3-4--1	2.11595048
3-2-4--1	2.11595048
2-4-3--2	2.122102399
3-4-2--2	2.122102399
2-4-2--3	2.123361498
4-2-2--5	2.123361498
1-4-3--3	2.321358913
4-3-1--5	2.321358913
0-6-2--5	2.393632377
2-0-6--3	2.393632377
0-0-6--3	2.402035426
0-6-0--5	2.402035426
2-4-2--1	2.405782602
4-2-2--1	2.405782602
0-2-6--4	2.431406847
0-6-2--4	2.431406847
0-0-6--4	2.64456026
0-6-0--4	2.64456026
0-4-3--3	2.881032572
4-3-0--5	2.881032572
1-4-4--0	2.927159577
0-3-5--1	3.052976838
3-0-5--1	3.052976838
0-4-3--1	3.217581496
4-0-3--1	3.217581496
2-2-4--5	3.334707681
4-2-2--3	3.334707681
2-2-4--2	3.345537248
4-2-2--2	3.345537248
0-3-4--5	3.56140665
4-0-3--3	3.56140665
0-6-0--0	3.596488224
2-2-4--4	3.799073929
2-4-2--4	3.799073929
2-4-1--1	3.992376188
4-2-1--1	3.992376188
3-0-4--2	4.146773392
4-0-3--2	4.146773392
2-2-4--0	4.237946202
1-2-5--3	4.275267736
2-5-1--5	4.275267736
2-4-0--3	4.314184024
4-0-2--5	4.314184024
1-2-5--1	4.35369243
2-1-5--1	4.35369243
2-4-1--3	4.780763185
4-1-2--5	4.780763185
2-4-2--0	5.388599366
1-4-3--5	5.836520272
3-1-4--3	5.836520272
1-0-6--0	5.964026225
0-1-6--1	5.98184412
1-0-6--1	5.98184412
0-3-5--4	6.022267687
0-5-3--4	6.022267687
0-6-1--5	6.060176005
1-0-6--3	6.060176005
1-4-2--1	6.130833129
4-1-2--1	6.130833129
0-1-6--0	6.171897635
0-1-6--4	6.315291702
0-6-1--4	6.315291702
2-4-0--1	6.360697886
4-2-0--1	6.360697886
1-4-2--3	6.556314841
4-2-1--5	6.556314841
0-4-2--3	6.694145154
4-2-0--5	6.694145154
3-2-3--2	6.81125929
0-4-3--2	6.848771964
3-4-0--2	6.848771964
1-4-3--2	7.05017864
3-4-1--2	7.05017864
2-3-3--0	7.409924413
0-4-2--1	7.776024854
4-0-2--1	7.776024854
0-4-1--3	7.783276234
4-1-0--5	7.783276234
1-2-4--5	7.920475522
4-1-2--3	7.920475522
0-3-5--0	8.050896824
2-3-3--4	8.160327728
2-1-4--2	8.200741945
4-1-2--2	8.200741945
0-4-1--1	8.616670571
4-0-1--1	8.616670571
1-4-1--1	8.826780811
4-1-1--1	8.826780811
1-2-5--0	9.631882039
2-4-1--0	9.692268142
1-4-1--3	9.745558174
4-1-1--5	9.745558174
2-1-4--0	9.936914587
2-1-4--4	10.40195258
2-4-1--4	10.40195258
1-5-3--0	10.61389616
1-2-4--2	10.98615304
4-2-1--2	10.98615304
0-4-4--0	11.00336902
2-3-3--5	11.10003255
3-2-3--3	11.10003255
3-3-3--1	11.22511851
2-1-4--5	11.23288602
4-2-1--3	11.23288602
2-5-2--2	11.40532984
0-2-4--2	11.4748631
4-2-0--2	11.4748631
2-3-4--3	11.6521604
3-4-2--5	11.6521604
1-4-4--4	11.67874354
2-0-4--5	11.80270827
4-2-0--3	11.80270827
1-4-0--3	11.98658602
4-0-1--5	11.98658602
1-4-0--1	12.26345604
4-1-0--1	12.26345604
0-4-3--5	12.39484396
3-0-4--3	12.39484396
2-4-0--0	12.40067127
2-2-4--1	12.56808981
2-0-4--4	12.67917263
2-4-0--4	12.67917263
0-2-4--5	13.21598133
4-0-2--3	13.21598133
2-0-4--2	13.55685117
4-0-2--2	13.55685117
2-0-4--0	13.63510254
0-0-4--2	14.04222682
4-0-0--2	14.04222682
0-0-4--5	14.07082917
4-0-0--3	14.07082917
0-5-2--2	14.86344847
2-5-0--2	14.86344847
0-4-0--1	15.11774684
4-0-0--1	15.11774684
0-2-5--1	15.25603435
2-0-5--1	15.25603435
0-4-0--3	15.5174382
4-0-0--5	15.5174382
0-3-4--3	16.99672249
3-4-0--5	16.99672249
1-3-4--1	17.72420036
3-1-4--1	17.72420036
1-2-5--4	18.07066093
1-5-2--4	18.07066093
1-5-2--5	18.17986831
2-1-5--3	18.17986831
3-2-3--5	19.37675654
3-3-2--3	19.37675654
1-1-4--5	19.42875861
4-1-1--3	19.42875861
1-1-4--2	19.50594573
4-1-1--2	19.50594573
0-5-0--2	20.43665858
1-5-1--0	20.64338228
1-5-2--0	20.7989132
1-0-4--2	20.99523196
4-0-1--2	20.99523196
1-0-4--5	21.65580026
4-1-0--3	21.65580026
0-1-4--5	21.7991733
4-0-1--3	21.7991733
0-0-6--1	21.96941815
0-0-6--0	22.07623924
0-1-4--2	22.25453472
4-1-0--2	22.25453472
2-3-2--0	22.77022645
3-3-2--1	22.82667236
2-2-3--4	23.84266
2-3-2--4	23.84266
3-3-1--1	23.85101912
2-3-3--2	23.89592675
3-3-2--2	23.89592675
2-2-3--0	24.12390684
0-1-5--3	26.21121337
1-5-0--5	26.21121337
3-0-3--5	27.02797612
3-3-0--3	27.02797612
1-0-5--4	27.19684577
1-5-0--4	27.19684577
1-1-5--1	28.07761059
1-1-5--0	28.26858416
1-5-2--2	28.95963017
2-5-1--2	28.95963017
3-1-3--2	29.99443897
0-2-5--0	30.30443487
1-3-4--3	30.33511816
3-4-1--5	30.33511816
0-5-1--2	34.07610161
1-5-0--2	34.07610161
1-3-4--0	35.72366187
2-3-1--0	36.51484392
2-1-3--4	39.25094791
2-3-1--4	39.25094791
2-0-3--0	39.36202321
2-1-3--0	39.95132306
2-3-3--3	40.38081318
3-3-2--5	40.38081318
0-5-3--0	40.7945356
1-3-4--4	41.28033383
1-4-3--4	41.28033383
0-3-3--2	43.16684343
3-3-0--2	43.16684343
2-0-3--4	43.65267109
2-3-0--4	43.65267109
1-3-3--5	43.69535827
3-1-3--3	43.69535827
0-4-4--4	44.3964634
1-1-5--3	45.58221244
1-5-1--5	45.58221244
1-5-0--0	45.71412025
1-1-5--4	46.22074654
1-5-1--4	46.22074654
3-1-3--5	47.90985574
3-3-1--3	47.90985574
2-3-3--1	48.72527838
3-2-3--1	48.72527838
3-3-0--1	50.47185533
2-2-4--3	50.8263757
2-4-2--5	50.8263757
2-2-2--0	51.78411309
2-3-0--0	52.52881359
2-2-2--4	52.72702568
1-4-3--0	54.80631338
0-3-4--1	56.40430029
3-0-4--1	56.40430029
2-4-2--2	58.32094481
0-5-1--0	60.91187273
1-3-3--2	61.09435026
3-3-1--2	61.09435026
0-5-2--5	62.34382081
2-0-5--3	62.34382081
0-2-5--4	65.28948729
0-5-2--4	65.28948729
0-2-4--3	71.43737796
2-4-0--5	71.43737796
0-5-2--0	74.37221499
1-0-5--0	75.43835599
0-0-5--3	76.46301632
0-5-0--5	76.46301632
1-3-3--1	77.30296336
3-1-3--1	77.30296336
1-2-4--1	77.89456931
2-1-4--1	77.89456931
1-5-1--2	78.76370649
2-1-2--4	79.49016785
2-2-1--4	79.49016785
2-2-1--0	79.69663182
0-0-5--4	79.73759687
0-5-0--4	79.73759687
2-1-2--0	81.55384788
0-1-5--1	82.87093
1-0-5--1	82.87093
2-3-2--3	85.44346554
3-2-2--5	85.44346554
2-2-3--5	87.51905822
3-2-2--3	87.51905822
2-2-3--2	88.01387043
3-2-2--2	88.01387043
2-0-2--4	88.02142641
2-2-0--4	88.02142641
2-2-0--0	88.09133454
2-0-2--0	89.38262443
0-1-5--0	90.47570781
1-4-2--5	96.51077714
2-1-4--3	96.51077714
1-2-4--4	97.9095039
1-4-2--4	97.9095039
3-0-3--2	98.86217414
2-1-1--0	99.26850212
2-1-1--4	99.43104999
0-3-3--5	118.0285246
3-0-3--3	118.0285246
0-3-4--0	119.2632235
2-1-0--0	120.2853996
2-0-1--0	122.3974711
2-0-1--4	123.6791285
2-1-0--4	123.6791285
2-3-1--1	135.7340954
3-2-1--1	135.7340954
2-1-3--2	137.2783507
3-1-2--2	137.2783507
1-2-4--0	138.3394694
2-3-0--3	143.4287549
3-0-2--5	143.4287549
1-2-3--5	146.6488209
3-1-2--3	146.6488209
1-3-3--0	151.3979577
0-3-4--4	151.7062921
0-4-3--4	151.7062921
2-3-2--2	162.0810336
1-1-4--0	185.9165532
1-4-1--0	187.5004622
1-1-4--1	188.6587519
0-3-1--3	210.5042056
3-1-0--5	210.5042056
2-0-0--0	212.7090842
0-0-3--2	220.4458973
3-0-0--2	220.4458973
0-0-3--5	222.3784113
3-0-0--3	222.3784113
1-0-4--4	223.3248737
1-4-0--4	223.3248737
2-0-0--4	225.0146354
0-1-4--3	227.0787643
1-4-0--5	227.0787643
2-3-0--1	227.7209692
3-2-0--1	227.7209692
1-4-0--0	263.5728504
0-4-0--2	291.5209112
